id,units
45_24_2013-06-09,0.0
45_25_2013-06-09,0.0
45_26_2013-06-09,4.098221565479346
45_27_2013-06-09,0.0
45_28_2013-06-09,0.0
45_29_2013-06-09,0.0
45_30_2013-06-09,0.0
45_31_2013-06-09,0.0
45_32_2013-06-09,0.0
45_33_2013-06-09,0.0
45_34_2013-06-09,0.042903781446395506
45_35_2013-06-09,0.0
45_36_2013-06-09,0.0
45_37_2013-06-09,0.0
45_38_2013-06-09,0.0
45_39_2013-06-09,0.0
45_40_2013-06-09,0.0
45_41_2013-06-09,0.0
45_42_2013-06-09,0.0
45_43_2013-06-09,0.0
45_44_2013-06-09,0.0
45_45_2013-06-09,0.0
45_46_2013-06-09,0.0
45_47_2013-06-09,0.0
45_48_2013-06-09,0.0
45_49_2013-06-09,0.0
45_50_2013-06-09,0.07951619136282151
45_51_2013-06-09,0.0
45_52_2013-06-09,0.0
45_53_2013-06-09,0.0
45_54_2013-06-09,0.0
45_55_2013-06-09,0.0
45_56_2013-06-09,0.0
45_57_2013-06-09,0.0
45_58_2013-06-09,0.0
45_59_2013-06-09,0.0
45_60_2013-06-09,0.0
45_61_2013-06-09,0.0
45_62_2013-06-09,0.0
45_63_2013-06-09,0.0
45_64_2013-06-09,0.0
45_65_2013-06-09,0.0
45_66_2013-06-09,0.0
45_67_2013-06-09,0.0
45_68_2013-06-09,0.0
45_69_2013-06-09,0.0
45_70_2013-06-09,0.0
45_71_2013-06-09,0.0
45_72_2013-06-09,0.0
45_73_2013-06-09,0.0
45_74_2013-06-09,0.0
45_75_2013-06-09,0.0
45_76_2013-06-09,0.0
45_77_2013-06-09,0.0
45_78_2013-06-09,0.0
45_79_2013-06-09,0.0
45_80_2013-06-09,0.0
45_81_2013-06-09,0.0
45_82_2013-06-09,0.0
45_83_2013-06-09,0.0
45_84_2013-06-09,0.0
45_85_2013-06-09,0.0
45_86_2013-06-09,0.0
45_87_2013-06-09,0.0
45_88_2013-06-09,0.0
45_89_2013-06-09,0.0
45_90_2013-06-09,0.0
45_91_2013-06-09,0.0
45_92_2013-06-09,0.0
45_93_2013-06-09,0.0
45_94_2013-06-09,0.0
45_95_2013-06-09,0.0
45_96_2013-06-09,0.0
45_97_2013-06-09,0.0
45_98_2013-06-09,0.0
45_99_2013-06-09,0.0
45_100_2013-06-09,0.0
45_101_2013-06-09,0.0
45_102_2013-06-09,0.0
45_103_2013-06-09,0.0
45_104_2013-06-09,0.0
45_105_2013-06-09,0.0
45_106_2013-06-09,0.0
45_107_2013-06-09,0.0
45_108_2013-06-09,0.0
45_109_2013-06-09,0.0
45_110_2013-06-09,0.0
45_111_2013-06-09,0.0
45_1_2013-06-10,0.0
45_2_2013-06-10,0.0
45_3_2013-06-10,0.0
45_4_2013-06-10,0.2201887026877607
45_5_2013-06-10,0.0
45_6_2013-06-10,0.0
45_7_2013-06-10,0.0
45_8_2013-06-10,0.0
45_9_2013-06-10,14.146676615256347
45_10_2013-06-10,0.0
45_11_2013-06-10,0.0
45_12_2013-06-10,0.0
45_13_2013-06-10,0.0
45_14_2013-06-10,0.0
45_15_2013-06-10,0.0
45_16_2013-06-10,0.0
45_17_2013-06-10,0.0
45_18_2013-06-10,0.0
45_19_2013-06-10,0.0
45_20_2013-06-10,0.0
45_21_2013-06-10,0.0
45_22_2013-06-10,0.0
45_23_2013-06-10,0.0
45_24_2013-06-10,0.0
45_25_2013-06-10,0.0
45_26_2013-06-10,3.2072479588140617
45_27_2013-06-10,0.0
45_28_2013-06-10,0.0
45_29_2013-06-10,0.0
45_30_2013-06-10,0.0
45_31_2013-06-10,0.0
45_32_2013-06-10,0.0
45_33_2013-06-10,0.0
45_34_2013-06-10,0.021556664462756503
45_35_2013-06-10,0.0
45_36_2013-06-10,0.0
45_37_2013-06-10,0.0
45_38_2013-06-10,0.0
45_39_2013-06-10,0.0
45_40_2013-06-10,0.0
45_41_2013-06-10,0.0
45_42_2013-06-10,0.0
45_43_2013-06-10,0.0
45_44_2013-06-10,0.0
45_45_2013-06-10,0.0
45_46_2013-06-10,0.0
45_47_2013-06-10,0.0
45_48_2013-06-10,0.0
45_49_2013-06-10,0.0
45_50_2013-06-10,0.13460490440758033
45_51_2013-06-10,0.0
45_52_2013-06-10,0.0
45_53_2013-06-10,0.0
45_54_2013-06-10,0.0
45_55_2013-06-10,0.0
45_56_2013-06-10,0.0
45_57_2013-06-10,0.0
45_58_2013-06-10,0.0
45_59_2013-06-10,0.0
45_60_2013-06-10,0.0
45_61_2013-06-10,0.0
45_62_2013-06-10,0.0
45_63_2013-06-10,0.0
45_64_2013-06-10,0.0
45_65_2013-06-10,0.0
45_66_2013-06-10,0.0
45_67_2013-06-10,0.0
45_68_2013-06-10,0.0
45_69_2013-06-10,0.0
45_70_2013-06-10,0.0
45_71_2013-06-10,0.0
45_72_2013-06-10,0.0
45_73_2013-06-10,0.0
45_74_2013-06-10,0.0
45_75_2013-06-10,0.0
45_76_2013-06-10,0.0
45_77_2013-06-10,0.0
45_78_2013-06-10,0.0
45_79_2013-06-10,0.0
45_80_2013-06-10,0.0
45_81_2013-06-10,0.0
45_82_2013-06-10,0.0
45_83_2013-06-10,0.0
45_84_2013-06-10,0.0
45_85_2013-06-10,0.0
45_86_2013-06-10,0.0
45_87_2013-06-10,0.0
45_88_2013-06-10,0.0
45_89_2013-06-10,0.0
45_90_2013-06-10,0.0
45_91_2013-06-10,0.0
45_92_2013-06-10,0.0
45_93_2013-06-10,0.0
45_94_2013-06-10,0.0
45_95_2013-06-10,0.0
45_96_2013-06-10,0.0
45_97_2013-06-10,0.0
45_98_2013-06-10,0.0
45_99_2013-06-10,0.0
45_100_2013-06-10,0.0
45_101_2013-06-10,0.0
45_102_2013-06-10,0.0
45_103_2013-06-10,0.0
45_104_2013-06-10,0.0
45_105_2013-06-10,0.0
45_106_2013-06-10,0.0
45_107_2013-06-10,0.0
45_108_2013-06-10,0.0
45_109_2013-06-10,0.0
45_110_2013-06-10,0.0
45_111_2013-06-10,0.0
45_1_2013-06-11,0.0
45_2_2013-06-11,0.0
45_3_2013-06-11,0.0
45_4_2013-06-11,0.1868111048444998
45_5_2013-06-11,0.0
45_6_2013-06-11,0.0
45_7_2013-06-11,0.0
45_8_2013-06-11,0.0
45_9_2013-06-11,11.438892055979219
45_10_2013-06-11,0.0
45_11_2013-06-11,0.0
45_12_2013-06-11,0.0
45_13_2013-06-11,0.0
45_14_2013-06-11,0.0
45_15_2013-06-11,0.0
45_16_2013-06-11,0.0
45_17_2013-06-11,0.0
45_18_2013-06-11,0.0
45_19_2013-06-11,0.0
45_20_2013-06-11,0.0
45_21_2013-06-11,0.0
45_22_2013-06-11,0.0
45_23_2013-06-11,0.0
45_24_2013-06-11,0.0
45_25_2013-06-11,0.0
45_26_2013-06-11,3.581417342921349
45_27_2013-06-11,0.0
45_28_2013-06-11,0.0
45_29_2013-06-11,0.0
45_30_2013-06-11,0.0
45_31_2013-06-11,0.0
45_32_2013-06-11,0.0
45_33_2013-06-11,0.0
45_34_2013-06-11,0.021897148654116627
45_35_2013-06-11,0.0
45_36_2013-06-11,0.0
45_37_2013-06-11,0.0
45_38_2013-06-11,0.0
45_39_2013-06-11,0.0
45_40_2013-06-11,0.0
45_41_2013-06-11,0.0
45_42_2013-06-11,0.0
45_43_2013-06-11,0.0
45_44_2013-06-11,0.0
45_45_2013-06-11,0.0
45_46_2013-06-11,0.0
45_47_2013-06-11,0.0
45_48_2013-06-11,0.0
45_49_2013-06-11,0.0
45_50_2013-06-11,0.07876079775711986
45_51_2013-06-11,0.0
45_52_2013-06-11,0.0
45_53_2013-06-11,0.0
45_54_2013-06-11,0.0
45_55_2013-06-11,0.0
45_56_2013-06-11,0.0
45_57_2013-06-11,0.0
45_58_2013-06-11,0.0
45_59_2013-06-11,0.0
45_60_2013-06-11,0.0
45_61_2013-06-11,0.0
45_62_2013-06-11,0.0
45_63_2013-06-11,0.0
45_64_2013-06-11,0.0
45_65_2013-06-11,0.0
45_66_2013-06-11,0.0
45_67_2013-06-11,0.0
45_68_2013-06-11,0.0
45_69_2013-06-11,0.0
45_70_2013-06-11,0.0
45_71_2013-06-11,0.0
45_72_2013-06-11,0.0
45_73_2013-06-11,0.0
45_74_2013-06-11,0.0
45_75_2013-06-11,0.0
45_76_2013-06-11,0.0
45_77_2013-06-11,0.0
45_78_2013-06-11,0.0
45_79_2013-06-11,0.0
45_80_2013-06-11,0.0
45_81_2013-06-11,0.0
45_82_2013-06-11,0.0
45_83_2013-06-11,0.0
45_84_2013-06-11,0.0
45_85_2013-06-11,0.0
45_86_2013-06-11,0.0
45_87_2013-06-11,0.0
45_88_2013-06-11,0.0
45_89_2013-06-11,0.0
45_90_2013-06-11,0.0
45_91_2013-06-11,0.0
45_92_2013-06-11,0.0
45_93_2013-06-11,0.0
45_94_2013-06-11,0.0
45_95_2013-06-11,0.0
45_96_2013-06-11,0.0
45_97_2013-06-11,0.0
45_98_2013-06-11,0.0
45_99_2013-06-11,0.0
45_100_2013-06-11,0.0
45_101_2013-06-11,0.0
45_102_2013-06-11,0.0
45_103_2013-06-11,0.0
45_104_2013-06-11,0.0
45_105_2013-06-11,0.0
45_106_2013-06-11,0.0
45_107_2013-06-11,0.0
45_108_2013-06-11,0.0
45_109_2013-06-11,0.0
45_110_2013-06-11,0.0
45_111_2013-06-11,0.0
45_1_2013-06-12,0.0
45_2_2013-06-12,0.0
45_3_2013-06-12,0.0
45_4_2013-06-12,0.11142739144579239
45_5_2013-06-12,0.0
45_6_2013-06-12,0.0
45_7_2013-06-12,0.0
45_8_2013-06-12,0.0
45_9_2013-06-12,12.53451951941587
45_10_2013-06-12,0.0
45_11_2013-06-12,0.0
45_12_2013-06-12,0.0
45_13_2013-06-12,0.0
45_14_2013-06-12,0.0
45_15_2013-06-12,0.0
45_16_2013-06-12,0.0
45_17_2013-06-12,0.0
45_18_2013-06-12,0.0
45_19_2013-06-12,0.0
45_20_2013-06-12,0.0
45_21_2013-06-12,0.0
45_22_2013-06-12,0.0
45_23_2013-06-12,0.0
45_24_2013-06-12,0.0
45_25_2013-06-12,0.0
45_26_2013-06-12,2.742010710920114
45_27_2013-06-12,0.0
45_28_2013-06-12,0.0
45_29_2013-06-12,0.0
45_30_2013-06-12,0.0
45_31_2013-06-12,0.0
45_32_2013-06-12,0.0
45_33_2013-06-12,0.0
45_34_2013-06-12,0.054766076481646664
45_35_2013-06-12,0.0
45_36_2013-06-12,0.0
45_37_2013-06-12,0.0
45_38_2013-06-12,0.0
45_39_2013-06-12,0.0
45_40_2013-06-12,0.0
45_41_2013-06-12,0.0
45_42_2013-06-12,0.0
45_43_2013-06-12,0.0
45_44_2013-06-12,0.0
45_45_2013-06-12,0.0
45_46_2013-06-12,0.0
45_47_2013-06-12,0.0
45_48_2013-06-12,0.0
45_49_2013-06-12,0.0
45_50_2013-06-12,0.14285312563868602
45_51_2013-06-12,0.0
45_52_2013-06-12,0.0
45_53_2013-06-12,0.0
45_54_2013-06-12,0.0
45_55_2013-06-12,0.0
45_56_2013-06-12,0.0
45_57_2013-06-12,0.0
45_58_2013-06-12,0.0
45_59_2013-06-12,0.0
45_60_2013-06-12,0.0
45_61_2013-06-12,0.0
45_62_2013-06-12,0.0
45_63_2013-06-12,0.0
45_64_2013-06-12,0.0
45_65_2013-06-12,0.0
45_66_2013-06-12,0.0
45_67_2013-06-12,0.0
45_68_2013-06-12,0.0
45_69_2013-06-12,0.0
45_70_2013-06-12,0.0
45_71_2013-06-12,0.0
45_72_2013-06-12,0.0
45_73_2013-06-12,0.0
45_74_2013-06-12,0.0
45_75_2013-06-12,0.0
45_76_2013-06-12,0.0
45_77_2013-06-12,0.0
45_78_2013-06-12,0.0
45_79_2013-06-12,0.0
45_80_2013-06-12,0.0
45_81_2013-06-12,0.0
45_82_2013-06-12,0.0
45_83_2013-06-12,0.0
45_84_2013-06-12,0.0
45_85_2013-06-12,0.0
45_86_2013-06-12,0.0
45_87_2013-06-12,0.0
45_88_2013-06-12,0.0
45_89_2013-06-12,0.0
45_90_2013-06-12,0.0
45_91_2013-06-12,0.0
45_92_2013-06-12,0.0
45_93_2013-06-12,0.0
45_94_2013-06-12,0.0
45_95_2013-06-12,0.0
45_96_2013-06-12,0.0
45_97_2013-06-12,0.0
45_98_2013-06-12,0.0
45_99_2013-06-12,0.0
45_100_2013-06-12,0.0
45_101_2013-06-12,0.0
45_102_2013-06-12,0.0
45_103_2013-06-12,0.0
45_104_2013-06-12,0.0
45_105_2013-06-12,0.0
45_106_2013-06-12,0.0
45_107_2013-06-12,0.0
45_108_2013-06-12,0.0
45_109_2013-06-12,0.0
45_110_2013-06-12,0.0
45_111_2013-06-12,0.0
45_1_2013-06-13,0.0
45_2_2013-06-13,0.0
45_3_2013-06-13,0.0
45_4_2013-06-13,0.1817709432699377
45_5_2013-06-13,0.0
45_6_2013-06-13,0.0
45_7_2013-06-13,0.0
45_8_2013-06-13,0.0
45_9_2013-06-13,10.958429761775472
45_10_2013-06-13,0.0
45_11_2013-06-13,0.0
45_12_2013-06-13,0.0
45_13_2013-06-13,0.0
45_14_2013-06-13,0.0
45_15_2013-06-13,0.0
45_16_2013-06-13,0.0
45_17_2013-06-13,0.0
45_18_2013-06-13,0.0
45_19_2013-06-13,0.0
45_20_2013-06-13,0.0
45_21_2013-06-13,0.0
45_22_2013-06-13,0.0
45_23_2013-06-13,0.0
45_24_2013-06-13,0.0
45_25_2013-06-13,0.0
45_26_2013-06-13,3.4506232203878833
45_27_2013-06-13,0.0
45_28_2013-06-13,0.0
45_29_2013-06-13,0.0
45_30_2013-06-13,0.0
45_31_2013-06-13,0.0
45_32_2013-06-13,0.0
45_33_2013-06-13,0.0
45_34_2013-06-13,0.06388626089431448
45_35_2013-06-13,0.0
45_36_2013-06-13,0.0
45_37_2013-06-13,0.0
45_38_2013-06-13,0.0
45_39_2013-06-13,0.0
45_40_2013-06-13,0.0
45_41_2013-06-13,0.0
45_42_2013-06-13,0.0
45_43_2013-06-13,0.0
45_44_2013-06-13,0.0
45_45_2013-06-13,0.0
45_46_2013-06-13,0.0
45_47_2013-06-13,0.0
45_48_2013-06-13,0.0
45_49_2013-06-13,0.0
45_50_2013-06-13,0.09785732480507514
45_51_2013-06-13,0.0
45_52_2013-06-13,0.0
45_53_2013-06-13,0.0
45_54_2013-06-13,0.0
45_55_2013-06-13,0.0
45_56_2013-06-13,0.0
45_57_2013-06-13,0.0
45_58_2013-06-13,0.0
45_59_2013-06-13,0.0
45_60_2013-06-13,0.0
45_61_2013-06-13,0.0
45_62_2013-06-13,0.0
45_63_2013-06-13,0.0
45_64_2013-06-13,0.0
45_65_2013-06-13,0.0
45_66_2013-06-13,0.0
45_67_2013-06-13,0.0
45_68_2013-06-13,0.0
45_69_2013-06-13,0.0
45_70_2013-06-13,0.0
45_71_2013-06-13,0.0
45_72_2013-06-13,0.0
45_73_2013-06-13,0.0
45_74_2013-06-13,0.0
45_75_2013-06-13,0.0
45_76_2013-06-13,0.0
45_77_2013-06-13,0.0
45_78_2013-06-13,0.0
45_79_2013-06-13,0.0
45_80_2013-06-13,0.0
45_81_2013-06-13,0.0
45_82_2013-06-13,0.0
45_83_2013-06-13,0.0
45_84_2013-06-13,0.0
45_85_2013-06-13,0.0
45_86_2013-06-13,0.0
45_87_2013-06-13,0.0
45_88_2013-06-13,0.0
45_89_2013-06-13,0.0
45_90_2013-06-13,0.0
45_91_2013-06-13,0.0
45_92_2013-06-13,0.0
45_93_2013-06-13,0.0
45_94_2013-06-13,0.0
45_95_2013-06-13,0.0
45_96_2013-06-13,0.0
45_97_2013-06-13,0.0
45_98_2013-06-13,0.0
45_99_2013-06-13,0.0
45_100_2013-06-13,0.0
45_101_2013-06-13,0.0
45_102_2013-06-13,0.0
45_103_2013-06-13,0.0
45_104_2013-06-13,0.0
45_105_2013-06-13,0.0
45_106_2013-06-13,0.0
45_107_2013-06-13,0.0
45_108_2013-06-13,0.0
45_109_2013-06-13,0.0
45_110_2013-06-13,0.0
45_111_2013-06-13,0.0
45_1_2013-06-14,0.0
45_2_2013-06-14,0.0
45_3_2013-06-14,0.0
45_4_2013-06-14,0.27693883598333
45_5_2013-06-14,0.0
45_6_2013-06-14,0.0
45_7_2013-06-14,0.0
45_8_2013-06-14,0.0
45_9_2013-06-14,11.067861392301118
45_10_2013-06-14,0.0
45_11_2013-06-14,0.0
45_12_2013-06-14,0.0
45_13_2013-06-14,0.0
45_14_2013-06-14,0.0
45_15_2013-06-14,0.0
45_16_2013-06-14,0.0
45_17_2013-06-14,0.0
45_18_2013-06-14,0.0
45_19_2013-06-14,0.0
45_20_2013-06-14,0.0
45_21_2013-06-14,0.0
45_22_2013-06-14,0.0
45_23_2013-06-14,0.0
45_24_2013-06-14,0.0
45_25_2013-06-14,0.0
45_26_2013-06-14,3.6012371302970703
45_27_2013-06-14,0.0
45_28_2013-06-14,0.0
45_29_2013-06-14,0.0
45_30_2013-06-14,0.0
45_31_2013-06-14,0.0
45_32_2013-06-14,0.0
45_33_2013-06-14,0.0
45_34_2013-06-14,0.043578018708272825
45_35_2013-06-14,0.0
45_36_2013-06-14,0.0
45_37_2013-06-14,0.0
45_38_2013-06-14,0.0
45_39_2013-06-14,0.0
45_40_2013-06-14,0.0
45_41_2013-06-14,0.0
45_42_2013-06-14,0.0
45_43_2013-06-14,0.0
45_44_2013-06-14,0.0
45_45_2013-06-14,0.0
45_46_2013-06-14,0.0
45_47_2013-06-14,0.0
45_48_2013-06-14,0.0
45_49_2013-06-14,0.0
45_50_2013-06-14,0.10761842776640296
45_51_2013-06-14,0.0
45_52_2013-06-14,0.0
45_53_2013-06-14,0.0
45_54_2013-06-14,0.0
45_55_2013-06-14,0.0
45_56_2013-06-14,0.0
45_57_2013-06-14,0.0
45_58_2013-06-14,0.0
45_59_2013-06-14,0.0
45_60_2013-06-14,0.0
45_61_2013-06-14,0.0
45_62_2013-06-14,0.0
45_63_2013-06-14,0.0
45_64_2013-06-14,0.0
45_65_2013-06-14,0.0
45_66_2013-06-14,0.0
45_67_2013-06-14,0.0
45_68_2013-06-14,0.0
45_69_2013-06-14,0.0
45_70_2013-06-14,0.0
45_71_2013-06-14,0.0
45_72_2013-06-14,0.0
45_73_2013-06-14,0.0
45_74_2013-06-14,0.0
45_75_2013-06-14,0.0
45_76_2013-06-14,0.0
45_77_2013-06-14,0.0
45_78_2013-06-14,0.0
45_79_2013-06-14,0.0
45_80_2013-06-14,0.0
45_81_2013-06-14,0.0
45_82_2013-06-14,0.0
45_83_2013-06-14,0.0
45_84_2013-06-14,0.0
45_85_2013-06-14,0.0
45_86_2013-06-14,0.0
45_87_2013-06-14,0.0
45_88_2013-06-14,0.0
45_89_2013-06-14,0.0
45_90_2013-06-14,0.0
45_91_2013-06-14,0.0
45_92_2013-06-14,0.0
45_93_2013-06-14,0.0
45_94_2013-06-14,0.0
45_95_2013-06-14,0.0
45_96_2013-06-14,0.0
45_97_2013-06-14,0.0
45_98_2013-06-14,0.0
45_99_2013-06-14,0.0
45_100_2013-06-14,0.0
45_101_2013-06-14,0.0
45_102_2013-06-14,0.0
45_103_2013-06-14,0.0
45_104_2013-06-14,0.0
45_105_2013-06-14,0.0
45_106_2013-06-14,0.0
45_107_2013-06-14,0.0
45_108_2013-06-14,0.0
45_109_2013-06-14,0.0
45_110_2013-06-14,0.0
45_111_2013-06-14,0.0
44_1_2013-06-28,0.0
44_2_2013-06-28,0.0
44_3_2013-06-28,0.0
44_4_2013-06-28,0.0
44_5_2013-06-28,35.01062155996784
44_6_2013-06-28,0.0
44_7_2013-06-28,0.0
44_8_2013-06-28,0.0
44_9_2013-06-28,0.0
44_10_2013-06-28,0.0
44_11_2013-06-28,0.0
44_12_2013-06-28,0.0
44_13_2013-06-28,0.0
44_14_2013-06-28,0.0
44_15_2013-06-28,0.0
44_16_2013-06-28,0.0
44_17_2013-06-28,0.0
44_18_2013-06-28,0.0
44_19_2013-06-28,0.0
44_20_2013-06-28,0.0
44_21_2013-06-28,0.0
44_22_2013-06-28,0.0
44_23_2013-06-28,0.0
44_24_2013-06-28,0.0
44_25_2013-06-28,0.0
44_26_2013-06-28,0.0
44_27_2013-06-28,0.0
44_28_2013-06-28,0.0
44_29_2013-06-28,0.0
44_30_2013-06-28,0.0
44_31_2013-06-28,0.0
44_32_2013-06-28,0.0
44_33_2013-06-28,0.0
44_34_2013-06-28,0.0
44_35_2013-06-28,0.0
44_36_2013-06-28,0.0
44_37_2013-06-28,0.0
44_38_2013-06-28,0.0
44_39_2013-06-28,0.0
44_40_2013-06-28,0.0
44_41_2013-06-28,0.0
44_42_2013-06-28,0.0
44_43_2013-06-28,0.0
44_44_2013-06-28,0.0
44_45_2013-06-28,0.0
44_46_2013-06-28,0.0
44_47_2013-06-28,0.0
44_48_2013-06-28,0.0
44_49_2013-06-28,0.0
44_50_2013-06-28,0.0
44_51_2013-06-28,0.0
44_52_2013-06-28,0.0
44_53_2013-06-28,0.0
44_54_2013-06-28,0.0
44_55_2013-06-28,0.0
44_56_2013-06-28,0.0
44_57_2013-06-28,0.0
44_58_2013-06-28,0.0
44_59_2013-06-28,0.0
44_60_2013-06-28,0.0
44_61_2013-06-28,0.0
44_62_2013-06-28,0.4064487846348659
44_63_2013-06-28,0.0
44_64_2013-06-28,0.0
44_65_2013-06-28,0.0
44_66_2013-06-28,0.0
44_67_2013-06-28,0.0
44_68_2013-06-28,50.06205796599336
44_69_2013-06-28,0.0
44_70_2013-06-28,0.0
44_71_2013-06-28,0.0
44_72_2013-06-28,0.0
44_73_2013-06-28,0.0
44_74_2013-06-28,0.0
44_75_2013-06-28,0.0
44_76_2013-06-28,0.0
44_77_2013-06-28,0.0
44_78_2013-06-28,0.0
44_79_2013-06-28,0.0
44_80_2013-06-28,0.0
44_81_2013-06-28,0.0
44_82_2013-06-28,0.0
44_83_2013-06-28,0.0
44_84_2013-06-28,0.0
44_85_2013-06-28,0.0
44_86_2013-06-28,0.0
44_87_2013-06-28,0.0
44_88_2013-06-28,0.0
44_89_2013-06-28,0.0
44_90_2013-06-28,0.0
44_91_2013-06-28,0.0
44_92_2013-06-28,0.0
44_93_2013-06-28,1.1768887310381206
44_94_2013-06-28,0.5827896823103693
44_95_2013-06-28,0.0
44_96_2013-06-28,0.0
44_97_2013-06-28,0.0
44_98_2013-06-28,0.0
44_99_2013-06-28,0.0
44_100_2013-06-28,0.0
44_101_2013-06-28,0.0
44_102_2013-06-28,0.0
44_103_2013-06-28,0.0
44_104_2013-06-28,0.0
44_105_2013-06-28,0.0
44_106_2013-06-28,0.0
44_107_2013-06-28,0.0
44_108_2013-06-28,0.0
44_109_2013-06-28,0.0
44_110_2013-06-28,0.0
44_111_2013-06-28,0.0
44_1_2013-06-29,0.0
44_2_2013-06-29,0.0
44_3_2013-06-29,0.0
44_4_2013-06-29,0.0
44_5_2013-06-29,38.99637934059104
44_6_2013-06-29,0.0
44_7_2013-06-29,0.0
44_8_2013-06-29,0.0
44_9_2013-06-29,0.0
44_10_2013-06-29,0.0
44_11_2013-06-29,0.0
44_12_2013-06-29,0.0
44_13_2013-06-29,0.0
44_14_2013-06-29,0.0
44_15_2013-06-29,0.0
44_16_2013-06-29,0.0
44_17_2013-06-29,0.0
44_18_2013-06-29,0.0
44_19_2013-06-29,0.0
44_20_2013-06-29,0.0
44_21_2013-06-29,0.0
44_22_2013-06-29,0.0
44_23_2013-06-29,0.0
44_24_2013-06-29,0.0
44_25_2013-06-29,0.0
44_26_2013-06-29,0.0
44_27_2013-06-29,0.0
44_28_2013-06-29,0.0
44_29_2013-06-29,0.0
44_30_2013-06-29,0.0
44_31_2013-06-29,0.0
44_32_2013-06-29,0.0
44_33_2013-06-29,0.0
44_34_2013-06-29,0.0
44_35_2013-06-29,0.0
44_36_2013-06-29,0.0
44_37_2013-06-29,0.0
44_38_2013-06-29,0.0
44_39_2013-06-29,0.0
44_40_2013-06-29,0.0
44_41_2013-06-29,0.0
44_42_2013-06-29,0.0
44_43_2013-06-29,0.0
44_44_2013-06-29,0.0
44_45_2013-06-29,0.0
44_46_2013-06-29,0.0
44_47_2013-06-29,0.0
44_48_2013-06-29,0.0
44_49_2013-06-29,0.0
44_50_2013-06-29,0.0
44_51_2013-06-29,0.0
44_52_2013-06-29,0.0
44_53_2013-06-29,0.0
44_54_2013-06-29,0.0
44_55_2013-06-29,0.0
44_56_2013-06-29,0.0
44_57_2013-06-29,0.0
44_58_2013-06-29,0.0
44_59_2013-06-29,0.0
44_60_2013-06-29,0.0
44_61_2013-06-29,0.0
44_62_2013-06-29,0.490339494352126
44_63_2013-06-29,0.0
44_64_2013-06-29,0.0
44_65_2013-06-29,0.0
44_66_2013-06-29,0.0
44_67_2013-06-29,0.0
44_68_2013-06-29,65.4481722379329
44_69_2013-06-29,0.0
44_70_2013-06-29,0.0
44_71_2013-06-29,0.0
44_72_2013-06-29,0.0
44_73_2013-06-29,0.0
44_74_2013-06-29,0.0
44_75_2013-06-29,0.0
44_76_2013-06-29,0.0
44_77_2013-06-29,0.0
44_78_2013-06-29,0.0
44_79_2013-06-29,0.0
44_80_2013-06-29,0.0
44_81_2013-06-29,0.0
44_82_2013-06-29,0.0
44_83_2013-06-29,0.0
44_84_2013-06-29,0.0
44_85_2013-06-29,0.0
44_86_2013-06-29,0.0
44_87_2013-06-29,0.0
44_88_2013-06-29,0.0
44_89_2013-06-29,0.0
44_90_2013-06-29,0.0
44_91_2013-06-29,0.0
44_92_2013-06-29,0.0
44_93_2013-06-29,1.1148574617860487
44_94_2013-06-29,1.0173633322130664
44_95_2013-06-29,0.0
44_96_2013-06-29,0.0
44_97_2013-06-29,0.0
44_98_2013-06-29,0.0
44_99_2013-06-29,0.0
44_100_2013-06-29,0.0
44_101_2013-06-29,0.0
44_102_2013-06-29,0.0
44_103_2013-06-29,0.0
44_104_2013-06-29,0.0
44_105_2013-06-29,0.0
44_106_2013-06-29,0.0
44_107_2013-06-29,0.0
44_108_2013-06-29,0.0
44_109_2013-06-29,0.0
44_110_2013-06-29,0.0
44_111_2013-06-29,0.0
44_1_2013-06-30,0.0
44_2_2013-06-30,0.0
44_3_2013-06-30,0.0
44_4_2013-06-30,0.0
44_5_2013-06-30,42.473995138730466
44_6_2013-06-30,0.0
44_7_2013-06-30,0.0
44_8_2013-06-30,0.0
44_9_2013-06-30,0.0
44_10_2013-06-30,0.0
44_11_2013-06-30,0.0
44_12_2013-06-30,0.0
44_13_2013-06-30,0.0
44_14_2013-06-30,0.0
44_15_2013-06-30,0.0
44_16_2013-06-30,0.0
44_17_2013-06-30,0.0
44_18_2013-06-30,0.0
44_19_2013-06-30,0.0
44_20_2013-06-30,0.0
44_21_2013-06-30,0.0
44_22_2013-06-30,0.0
44_23_2013-06-30,0.0
44_24_2013-06-30,0.0
44_25_2013-06-30,0.0
44_26_2013-06-30,0.0
44_27_2013-06-30,0.0
44_28_2013-06-30,0.0
44_29_2013-06-30,0.0
44_30_2013-06-30,0.0
44_31_2013-06-30,0.0
44_32_2013-06-30,0.0
44_33_2013-06-30,0.0
44_34_2013-06-30,0.0
44_35_2013-06-30,0.0
44_36_2013-06-30,0.0
44_37_2013-06-30,0.0
44_38_2013-06-30,0.0
44_39_2013-06-30,0.0
44_40_2013-06-30,0.0
44_41_2013-06-30,0.0
44_42_2013-06-30,0.0
44_43_2013-06-30,0.0
44_44_2013-06-30,0.0
44_45_2013-06-30,0.0
44_46_2013-06-30,0.0
44_47_2013-06-30,0.0
44_48_2013-06-30,0.0
44_49_2013-06-30,0.0
44_50_2013-06-30,0.0
44_51_2013-06-30,0.0
44_52_2013-06-30,0.0
44_53_2013-06-30,0.0
44_54_2013-06-30,0.0
44_55_2013-06-30,0.0
44_56_2013-06-30,0.0
